iso3,fao_area_code,fao_name,region,cropland_ha,n_use_t,n_prod_t,n_imp_t,n_exp_t,apparent_consumption_t,net_imports_t,n_intensity_raw,n_intensity_scaled,import_reliance,exposure_combined,exposure_class,reexport_flag,data_missing_n_use,data_missing_trade,data_missing_cropland
VCT,191,Saint Vincent and the Grenadines,Latin America & Caribbean,5000.0,140.0,0.0,235.19999999999996,0.03333333333333333,235.16666666666663,235.16666666666663,28.0,0.09333333333333334,1.0,0.5466666666666666,moderate,False,False,False,False
VEN,236,Venezuela (Bolivarian Republic of),Latin America & Caribbean,3300000.0,122331.66666666667,197133.33333333334,13964.44,74555.19666666667,136542.57666666666,0.0,37.070202020202025,0.12356734006734009,0.0,0.061783670033670045,low,False,False,False,False
VGB,239,British Virgin Islands,Latin America & Caribbean,2000.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
VIR,240,United States Virgin Islands,Latin America & Caribbean,1100.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
ARE,225,United Arab Emirates,North Africa & West Asia,87316.66666666667,10562.666666666666,933160.0,30859.64,14259.466666666667,949760.1733333333,16600.173333333332,120.96965069669783,0.4032321689889928,0.017478279042879217,0.210355224015936,low,False,False,False,False
ARM,1,Armenia,North Africa & West Asia,504566.6666666667,26860.666666666668,0.0,26867.930000000004,7.116666666666666,26860.81333333334,26860.81333333334,53.23511924423598,0.17745039748078661,1.0,0.5887251987403933,moderate,False,False,False,False
AZE,52,Azerbaijan,North Africa & West Asia,2355400.0,92063.66666666667,28328.013333333336,78660.81,28701.14,78287.68333333333,49959.67,39.08621324049702,0.1302873774683234,0.6381549162373562,0.3842211468528398,moderate,False,False,False,False
BHR,13,Bahrain,North Africa & West Asia,4100.0,143.33333333333334,361474.48666666663,143.26333333333335,361474.48666666663,143.26333333330695,0.0,34.959349593495936,0.11653116531165313,0.0,0.05826558265582656,low,True,False,False,False
CYP,50,Cyprus,North Africa & West Asia,126671.23333333334,8004.666666666667,0.0,8002.046666666666,2.9166666666666665,7999.129999999999,7999.129999999999,63.19245858767724,0.2106415286255908,1.0,0.6053207643127954,moderate,False,False,False,False
DZA,4,Algeria,North Africa & West Asia,8495832.866666667,70200.0,1043200.0,80962.01333333332,1849951.5933333335,-725789.5800000001,0.0,8.262874411692954,0.027542914705643178,,,data_missing,False,False,False,False
EGY,59,Egypt,North Africa & West Asia,3918666.6666666665,1311833.3333333333,3426533.3333333335,16747.443333333333,1908574.8399999999,1534705.936666667,0.0,334.7652262674379,1.0,0.0,0.5,moderate,False,False,False,False
ESH,205,Western Sahara,North Africa & West Asia,4000.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
GEO,73,Georgia,North Africa & West Asia,434900.0,23979.666666666668,163682.02333333335,7668.47,155260.3633333333,16090.130000000034,0.0,55.13834597991876,0.1837944865997292,0.0,0.0918972432998646,low,True,False,False,False
IRN,102,Iran (Islamic Republic of),North Africa & West Asia,17500000.0,815876.0,1826568.0,16260.216666666667,781491.8866666667,1061336.3299999998,0.0,46.62148571428571,0.15540495238095237,0.0,0.07770247619047618,low,False,False,False,False
IRQ,103,Iraq,North Africa & West Asia,5427733.333333333,182515.0,123311.71333333333,170089.55666666667,191.17333333333332,293210.0966666667,169898.38333333333,33.6263756509777,0.11208791883659233,0.5794424723596091,0.3457651955981007,moderate,False,False,False,False
ISR,105,Israel,North Africa & West Asia,446166.6666666667,41581.333333333336,31726.430000000004,83815.29,50720.74,64820.98,33094.549999999996,93.19686215913336,0.3106562071971112,0.5105530647639082,0.41060463598050967,moderate,False,False,False,False
JOR,112,Jordan,North Africa & West Asia,287100.0,18219.0,140666.66666666666,22208.686666666665,140106.29666666666,22769.05666666667,0.0,63.45872518286311,0.21152908394287703,0.0,0.10576454197143852,low,True,False,False,False
KWT,118,Kuwait,North Africa & West Asia,14000.0,2513.0,85966.66666666667,3871.4966666666664,83900.23333333332,5937.930000000022,0.0,179.5,0.5983333333333334,0.0,0.2991666666666667,low,True,False,False,False
LBN,121,Lebanon,North Africa & West Asia,272321.6666666667,17258.0,0.0,17338.183333333334,80.38,17257.803333333333,17257.803333333333,63.373583935664314,0.21124527978554772,1.0,0.6056226398927739,moderate,False,False,False,False
LBY,124,Libya,North Africa & West Asia,2050000.0,14433.333333333334,54533.333333333336,11432.453333333333,56064.716666666674,9901.069999999992,0.0,7.040650406504065,0.023468834688346884,0.0,0.011734417344173442,low,True,False,False,False
MAR,143,Morocco,North Africa & West Asia,9016324.5,208533.33333333334,1416200.0,207641.01333333334,1306896.32,316944.69333333336,0.0,23.128419272546516,0.07709473090848838,0.0,0.03854736545424419,low,True,False,False,False
OMN,221,Oman,North Africa & West Asia,109393.33333333333,9561.333333333334,1321591.4166666667,10287.893333333333,1580472.5099999998,-248593.19999999972,0.0,87.40325431165824,0.29134418103886084,,,data_missing,True,False,False,False
PSE,299,Palestine,North Africa & West Asia,143660.6,7905.0,0.0,6018.34,2073.9,3944.44,3944.44,55.02552543982136,0.18341841813273785,1.0,0.5917092090663689,moderate,False,False,False,False
QAT,179,Qatar,North Africa & West Asia,24000.0,1412.3333333333333,2552966.6666666665,1412.3333333333333,2340592.2433333336,213786.75666666636,0.0,58.84722222222222,0.1961574074074074,0.0,0.0980787037037037,low,True,False,False,False
SAU,194,Saudi Arabia,North Africa & West Asia,3619949.233333333,207130.33333333334,2888513.9599999995,34152.02,2427906.296666667,494759.68333333265,0.0,57.2191265628891,0.19073042187629702,0.0,0.09536521093814851,low,True,False,False,False
SYR,212,Syrian Arab Republic,North Africa & West Asia,5726364.333333333,23081.333333333332,0.0,24084.403333333332,3.266666666666667,24081.136666666665,24081.136666666665,4.030713379338478,0.013435711264461594,1.0,0.5067178556322308,moderate,False,False,False,False
TUN,222,Tunisia,North Africa & West Asia,4950500.0,78061.66666666667,137106.39,7074.426666666666,64118.503333333334,80062.31333333335,0.0,15.76844089822577,0.05256146966075256,0.0,0.02628073483037628,low,False,False,False,False
TUR,223,TÃ¼rkiye,North Africa & West Asia,23141333.333333332,1754274.0,1197569.0,1512729.58,321933.66333333333,2388364.916666667,1190795.9166666667,75.80695436736576,0.25268984789121923,0.49858206690148793,0.3756359573963536,moderate,False,False,False,False
YEM,249,Yemen,North Africa & West Asia,1452000.0,5936.666666666667,0.0,5941.286666666667,29.810000000000002,5911.4766666666665,5911.4766666666665,4.088613406795226,0.013628711355984086,1.0,0.506814355677992,moderate,False,False,False,False
BMU,17,Bermuda,Northern America,300.0,59.0,0.0,32.373333333333335,0.0,32.373333333333335,32.373333333333335,196.66666666666666,0.6555555555555556,1.0,0.8277777777777777,high,False,False,False,False
CAN,33,Canada,Northern America,38692000.0,2794000.0,3869306.6666666665,1020731.7933333333,1219612.9866666666,3670425.4733333336,0.0,72.21130983148971,0.2407043661049657,0.0,0.12035218305248285,low,False,False,False,False
GRL,85,Greenland,Northern America,,23.0,0.0,22.99,0.06666666666666667,22.923333333333332,22.923333333333332,,,1.0,,data_missing,False,False,False,True
SPM,190,Saint Pierre and Miquelon,Northern America,2000.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
USA,231,United States of America,Northern America,158155730.0,11859149.666666666,13518365.4,3976539.6300000004,1832352.62,15662552.41,2144187.0100000002,74.98400258192774,0.24994667527309247,0.13689895196334734,0.1934228136182199,low,False,False,False,False
ASM,5,American Samoa,Oceania,2840.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
AUS,10,Australia,Oceania,31074000.0,1518114.0,354200.05,1343676.29,90775.88333333335,1607100.4566666668,1252900.4066666667,48.85479822359529,0.1628493274119843,0.7796030431509823,0.4712261852814833,moderate,False,False,False,False
COK,47,Cook Islands,Oceania,1900.0,11.333333333333334,0.0,14.686666666666666,0.0,14.686666666666666,14.686666666666666,5.964912280701754,0.019883040935672513,1.0,0.5099415204678363,moderate,False,False,False,False
FJI,66,Fiji,Oceania,139633.33333333334,4280.666666666667,0.0,4284.606666666667,3.766666666666667,4280.84,4280.84,30.65648126044402,0.10218827086814673,1.0,0.5510941354340734,moderate,False,False,False,False
FSM,145,Micronesia (Federated States of),Oceania,2000.0,2.0,0.0,2.0933333333333333,0.0,2.0933333333333333,2.0933333333333333,1.0,0.0033333333333333335,1.0,0.5016666666666667,moderate,False,False,False,False
GUM,88,Guam,Oceania,8000.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
KIR,83,Kiribati,Oceania,34000.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0,0.5,moderate,False,False,False,False
MHL,127,Marshall Islands,Oceania,7000.0,,0.0,49.49,9.166666666666666,40.32333333333334,40.32333333333334,,,1.0,,data_missing,False,True,False,False
MNP,163,Northern Mariana Islands,Oceania,170.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
NCL,153,New Caledonia,Oceania,9700.0,562.0,0.0,769.91,0.0,769.91,769.91,57.93814432989691,0.19312714776632303,1.0,0.5965635738831615,moderate,False,False,False,False
NFK,161,Norfolk Island,Oceania,,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,True
NIU,160,Niue,Oceania,3800.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
NRU,148,Nauru,Oceania,400.0,0.0,0.0,0.049999999999999996,1.25,-1.2,0.0,0.0,0.0,,,data_missing,False,False,False,False
NZL,156,New Zealand,Oceania,603333.3333333334,460000.0,89400.0,393864.34,602.0300000000001,482662.31,393262.31,762.4309392265193,1.0,0.814777333660049,0.9073886668300245,high,False,False,False,False
PCN,172,Pitcairn,Oceania,,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,True
PLW,180,Palau,Oceania,2300.0,8.0,0.0,8.03,0.0,8.03,8.03,3.4782608695652173,0.011594202898550725,1.0,0.5057971014492754,moderate,False,False,False,False
PNG,168,Papua New Guinea,Oceania,1215000.0,27910.666666666668,0.0,28396.206666666665,92.69,28303.516666666666,28303.516666666666,22.971742112482854,0.07657247370827618,1.0,0.5382862368541381,moderate,False,False,False,False
PYF,70,French Polynesia,Oceania,27833.333333333332,309.0,0.0,335.7633333333333,0.0,335.7633333333333,335.7633333333333,11.10179640718563,0.0370059880239521,1.0,0.5185029940119761,moderate,False,False,False,False
SLB,25,Solomon Islands,Oceania,96133.33333333333,592.6666666666666,0.0,592.67,0.0,592.67,592.67,6.16504854368932,0.020550161812297733,1.0,0.5102750809061488,moderate,False,False,False,False
TKL,218,Tokelau,Oceania,600.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
TON,219,Tonga,Oceania,31000.0,77.66666666666667,0.0,77.83,0.0,77.83,77.83,2.5053763440860215,0.008351254480286738,1.0,0.5041756272401434,moderate,False,False,False,False
TUV,227,Tuvalu,Oceania,1800.0,7.0,0.0,5.68,0.0,5.68,5.68,3.888888888888889,0.012962962962962963,1.0,0.5064814814814815,moderate,False,False,False,False
VUT,155,Vanuatu,Oceania,145000.0,4.666666666666667,0.0,4.56,0.0,4.56,4.56,0.03218390804597701,0.00010727969348659004,1.0,0.5000536398467433,moderate,False,False,False,False
WLF,243,Wallis and Futuna Islands,Oceania,6000.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
WSM,244,Samoa,Oceania,44450.0,19.333333333333332,0.0,10.923333333333334,0.02666666666666667,10.896666666666667,10.896666666666667,0.43494563179602547,0.0014498187726534183,1.0,0.5007249093863267,moderate,False,False,False,False
AFG,2,Afghanistan,South Asia,8023666.666666667,74481.33333333333,14416.0,138533.00333333333,7.48,152941.52333333332,138525.52333333332,9.282705330065223,0.03094235110021741,0.9057417522344107,0.468342051667314,moderate,False,False,False,False
BGD,16,Bangladesh,South Asia,8743100.0,1340066.6666666667,373613.3333333333,422971.50333333336,0.0,796584.8366666667,422971.50333333336,153.27134159127388,0.5109044719709129,0.5309811132022929,0.5209427925866029,moderate,False,False,False,False
BTN,18,Bhutan,South Asia,101166.66666666667,1143.6666666666667,0.0,6.073333333333333,0.0,6.073333333333333,6.073333333333333,11.304777594728172,0.03768259198242724,1.0,0.5188412959912136,moderate,False,False,False,False
IND,100,India,South Asia,168498333.33333334,18965366.666666668,13601166.666666666,5714061.606666666,85784.98,19229443.293333333,5628276.626666666,112.55521815250398,0.37518406050834663,0.2926905652343007,0.33393731287132367,moderate,False,False,False,False
LKA,38,Sri Lanka,South Asia,2371724.2666666666,150603.0,0.0,205026.72,150.48,204876.24,204876.24,63.499371371556855,0.21166457123852284,1.0,0.6058322856192614,moderate,False,False,False,False
MDV,132,Maldives,South Asia,5400.0,294.3333333333333,0.0,299.99333333333334,0.0,299.99333333333334,299.99333333333334,54.50617283950617,0.1816872427983539,1.0,0.590843621399177,moderate,False,False,False,False
NPL,149,Nepal,South Asia,2039279.5666666667,126984.33333333333,0.0,129120.95666666667,0.25,129120.70666666667,129120.70666666667,62.269212818572676,0.2075640427285756,1.0,0.6037820213642878,moderate,False,False,False,False
PAK,165,Pakistan,South Asia,31633333.333333332,3495354.0,3214019.356666667,320587.4166666667,2343.0,3532263.7733333334,318244.4166666667,110.4959114857745,0.36831970495258165,0.09009644723285917,0.22920807609272043,low,False,False,False,False
AGO,7,Angola,Sub-Saharan Africa,5658666.666666667,20784.666666666668,0.0,16998.74666666667,129.41666666666666,16869.33,16869.33,3.673067860508954,0.012243559535029846,1.0,0.5061217797675149,moderate,False,False,False,False
BDI,29,Burundi,Sub-Saharan Africa,1566000.0,9077.666666666666,0.0,6841.253333333333,0.0,6841.253333333333,6841.253333333333,5.796722009365687,0.01932240669788562,1.0,0.5096612033489428,moderate,False,False,False,False
BEN,53,Benin,Sub-Saharan Africa,3958355.533333333,59906.0,0.0,62614.986666666664,82.73333333333333,62532.253333333334,62532.253333333334,15.134062490226372,0.050446874967421236,1.0,0.5252234374837106,moderate,False,False,False,False
BFA,233,Burkina Faso,Sub-Saharan Africa,8138963.866666667,45724.333333333336,0.0,45954.36000000001,230.15666666666667,45724.20333333334,45724.20333333334,5.617955071725837,0.01872651690575279,1.0,0.5093632584528764,moderate,False,False,False,False
BWA,20,Botswana,Sub-Saharan Africa,261866.66666666666,12094.333333333334,0.0,11135.970000000001,48.89666666666667,11087.073333333334,11087.073333333334,46.18508146639512,0.15395027155465038,1.0,0.5769751357773252,moderate,False,False,False,False
CAF,37,Central African Republic,Sub-Saharan Africa,2427766.6666666665,215.66666666666666,0.0,215.30999999999997,0.0,215.30999999999997,215.30999999999997,0.08883335850507325,0.0002961111950169108,1.0,0.5001480555975084,moderate,False,False,False,False
CIV,107,CÃ´te d'Ivoire,Sub-Saharan Africa,12631492.333333334,45437.666666666664,0.0,61883.86666666667,10187.36,51696.50666666667,51696.50666666667,3.597173276728426,0.011990577589094754,1.0,0.5059952887945474,moderate,False,False,False,False
CMR,32,Cameroon,Sub-Saharan Africa,7812957.133333333,44379.0,0.0,50306.43666666667,4383.933333333333,45922.503333333334,45922.503333333334,5.680179635270323,0.018933932117567744,1.0,0.5094669660587838,moderate,False,False,False,False
COD,250,Democratic Republic of the Congo,Sub-Saharan Africa,15576400.0,23591.666666666668,0.0,24294.0,8.116666666666667,24285.883333333335,24285.883333333335,1.5145776088612688,0.005048592029537563,1.0,0.5025242960147688,moderate,False,False,False,False
COG,46,Congo,Sub-Saharan Africa,643999.0,1470.0,0.0,1589.55,4.1066666666666665,1585.4433333333334,1585.4433333333334,2.282612240081118,0.0076087074669370595,1.0,0.5038043537334685,moderate,False,False,False,False
COM,45,Comoros,Sub-Saharan Africa,118000.0,66.33333333333333,0.0,66.38333333333334,0.0,66.38333333333334,66.38333333333334,0.5621468926553672,0.0018738229755178907,1.0,0.500936911487759,moderate,False,False,False,False
CPV,35,Cabo Verde,Sub-Saharan Africa,54000.0,175.33333333333334,0.0,175.23333333333335,0.0,175.23333333333335,175.23333333333335,3.246913580246914,0.010823045267489713,1.0,0.5054115226337449,moderate,False,False,False,False
DJI,72,Djibouti,Sub-Saharan Africa,3133.3333333333335,44.333333333333336,0.0,232684.20333333334,0.0,232684.20333333334,232684.20333333334,14.148936170212766,0.047163120567375885,1.0,0.523581560283688,moderate,False,False,False,False
ERI,178,Eritrea,Sub-Saharan Africa,692000.0,4090.3333333333335,0.0,5141.78,0.0,5141.78,5141.78,5.910886319845858,0.019702954399486192,1.0,0.5098514771997431,moderate,False,False,False,False
ETH,238,Ethiopia,Sub-Saharan Africa,18189700.0,353096.0,0.0,353096.19333333336,0.0,353096.19333333336,353096.19333333336,19.41186495654134,0.06470621652180447,1.0,0.5323531082609022,moderate,False,False,False,False
GAB,74,Gabon,Sub-Saharan Africa,495000.0,4931.666666666667,0.0,5117.796666666666,0.01,5117.786666666666,5117.786666666666,9.962962962962964,0.03320987654320988,1.0,0.5166049382716049,moderate,False,False,False,False
GHA,81,Ghana,Sub-Saharan Africa,7325434.8,74174.0,0.0,96988.32333333332,4705.33,92282.99333333332,92282.99333333332,10.125542309106349,0.033751807697021165,1.0,0.5168759038485106,moderate,False,False,False,False
GIN,90,Guinea,Sub-Saharan Africa,6089837.533333334,7055.0,0.0,13983.526666666667,0.0,13983.526666666667,13983.526666666667,1.1584873917216596,0.0038616246390721985,1.0,0.5019308123195361,moderate,False,False,False,False
GMB,75,Gambia,Sub-Saharan Africa,447000.0,899.0,0.0,899.7933333333334,0.91,898.8833333333334,898.8833333333334,2.011185682326622,0.006703952274422074,1.0,0.503351976137211,moderate,False,False,False,False
GNB,175,Guinea-Bissau,Sub-Saharan Africa,607156.1333333333,4660.0,0.0,180.28666666666666,0.0,180.28666666666666,180.28666666666666,7.67512628821889,0.02558375429406297,1.0,0.5127918771470314,moderate,False,False,False,False
GNQ,61,Equatorial Guinea,Sub-Saharan Africa,100000.0,277.0,0.0,80.97000000000001,0.0,80.97000000000001,80.97000000000001,2.77,0.009233333333333333,1.0,0.5046166666666667,moderate,False,False,False,False
KEN,114,Kenya,Sub-Saharan Africa,7348507.733333334,151075.0,0.0,154120.46666666667,6687.376666666666,147433.09,147433.09,20.55859576968443,0.06852865256561477,1.0,0.5342643262828074,moderate,False,False,False,False
LBR,123,Liberia,Sub-Saharan Africa,700000.0,5376.0,0.0,2714.6266666666666,63.99666666666667,2650.63,2650.63,7.68,0.025599999999999998,1.0,0.5128,moderate,False,False,False,False
LSO,122,Lesotho,Sub-Saharan Africa,312366.6666666667,2942.0,0.0,2942.5466666666666,0.39999999999999997,2942.1466666666665,2942.1466666666665,9.418418525237435,0.03139472841745811,1.0,0.515697364208729,moderate,False,False,False,False
MDG,129,Madagascar,Sub-Saharan Africa,3600000.0,23995.333333333332,0.0,17190.44,13608.24,3582.199999999999,3582.199999999999,6.66537037037037,0.0222179012345679,1.0,0.5111089506172839,moderate,True,False,False,False
MLI,133,Mali,Sub-Saharan Africa,8167579.866666667,120969.66666666667,0.0,97418.56666666667,17875.54,79543.02666666667,79543.02666666667,14.810956077744057,0.04936985359248019,1.0,0.5246849267962401,moderate,False,False,False,False
MOZ,144,Mozambique,Sub-Saharan Africa,6044566.666666667,40210.0,0.0,38040.85666666667,9053.57,28987.286666666667,28987.286666666667,6.6522551933692515,0.022174183977897506,1.0,0.5110870919889487,moderate,False,False,False,False
MRT,136,Mauritania,Sub-Saharan Africa,460000.0,3532.6666666666665,0.0,10086.573333333334,0.0,10086.573333333334,10086.573333333334,7.679710144927536,0.02559903381642512,1.0,0.5127995169082126,moderate,False,False,False,False
MUS,137,Mauritius,Sub-Saharan Africa,79000.0,6949.333333333333,0.0,6770.916666666667,537.8566666666667,6233.06,6233.06,87.96624472573839,0.2932208157524613,1.0,0.6466104078762307,moderate,False,False,False,False
MWI,130,Malawi,Sub-Saharan Africa,4078333.3333333335,99882.66666666667,0.0,99417.38,291.1033333333333,99126.27666666667,99126.27666666667,24.491050265631387,0.08163683421877128,1.0,0.5408184171093856,moderate,False,False,False,False
MYT,270,Mayotte,Sub-Saharan Africa,16584.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
NAM,147,Namibia,Sub-Saharan Africa,811000.0,17359.333333333332,0.0,12842.699999999999,61.21666666666666,12781.483333333332,12781.483333333332,21.40484997944924,0.07134949993149746,1.0,0.5356747499657487,moderate,False,False,False,False
NER,158,Niger,Sub-Saharan Africa,17813900.0,9866.666666666666,0.0,9200.263333333334,176.47666666666666,9023.786666666667,9023.786666666667,0.5538745960551404,0.0018462486535171347,1.0,0.5009231243267586,moderate,False,False,False,False
NGA,159,Nigeria,Sub-Saharan Africa,43305171.73333333,488142.6666666667,724300.0,72850.34,284729.9766666667,512420.3633333333,0.0,11.272156352884942,0.03757385450961647,0.0,0.018786927254808235,low,False,False,False,False
REU,182,RÃ©union,Sub-Saharan Africa,34689.0,461.3333333333333,0.0,0.0,0.0,0.0,0.0,13.299124602419594,0.04433041534139865,,,data_missing,False,False,False,False
RWA,184,Rwanda,Sub-Saharan Africa,1535866.6666666667,10239.666666666666,0.0,10240.68,0.9433333333333334,10239.736666666668,10239.736666666668,6.667028387880892,0.022223427959602974,1.0,0.5111117139798015,moderate,False,False,False,False
SDN,276,Sudan,Sub-Saharan Africa,21211000.0,163547.0,0.0,120476.97000000002,0.0,120476.97000000002,120476.97000000002,7.7104804111074445,0.025701601370358148,1.0,0.5128508006851791,moderate,False,False,False,False
SEN,195,Senegal,Sub-Saharan Africa,3794333.3333333335,38161.333333333336,17766.710000000003,35191.87,22411.353333333333,30547.22666666667,12780.51666666667,10.057454098216638,0.03352484699405546,0.41838549882542536,0.2259551729097404,low,False,False,False,False
SHN,187,Ascension; Saint Helena and Tristan da Cunha,Sub-Saharan Africa,4000.0,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
SLE,197,Sierra Leone,Sub-Saharan Africa,1749000.0,2478.0,0.0,2478.46,0.016666666666666666,2478.443333333333,2478.443333333333,1.4168096054888508,0.0047226986849628365,1.0,0.5023613493424814,moderate,False,False,False,False
SOM,201,Somalia,Sub-Saharan Africa,1127533.3333333333,,0.0,0.0,0.0,0.0,0.0,,,,,data_missing,False,True,True,False
SSD,277,South Sudan,Sub-Saharan Africa,2477700.0,95.33333333333333,0.0,95.13333333333333,0.0,95.13333333333333,95.13333333333333,0.03847654410676568,0.00012825514702255228,1.0,0.5000641275735113,moderate,False,False,False,False
STP,193,Sao Tome and Principe,Sub-Saharan Africa,41000.0,113.66666666666667,0.0,41.63333333333333,0.0,41.63333333333333,41.63333333333333,2.772357723577236,0.00924119241192412,1.0,0.5046205962059621,moderate,False,False,False,False
SWZ,209,Eswatini,Sub-Saharan Africa,195000.0,7305.333333333333,0.0,11529.300000000001,4257.943333333334,7271.3566666666675,7271.3566666666675,37.463247863247865,0.12487749287749289,1.0,0.5624387464387465,moderate,False,False,False,False
SYC,196,Seychelles,Sub-Saharan Africa,1550.0,52.333333333333336,0.0,52.48,0.0,52.48,52.48,33.763440860215056,0.11254480286738353,1.0,0.5562724014336917,moderate,False,False,False,False
TCD,39,Chad,Sub-Saharan Africa,5338000.0,14786.0,0.0,6280.0199999999995,280.0,6000.0199999999995,6000.0199999999995,2.7699512926189582,0.009233170975396528,1.0,0.5046165854876983,moderate,False,False,False,False
TGO,217,Togo,Sub-Saharan Africa,2820000.0,9236.666666666666,0.0,15586.996666666666,3653.806666666667,11933.189999999999,11933.189999999999,3.275413711583924,0.010918045705279747,1.0,0.5054590228526399,moderate,False,False,False,False
TZA,215,United Republic of Tanzania,Sub-Saharan Africa,15309433.333333334,130357.0,0.0,140636.36333333334,10279.163333333334,130357.20000000001,130357.20000000001,8.514815484135054,0.02838271828045018,1.0,0.5141913591402251,moderate,False,False,False,False
UGA,226,Uganda,Sub-Saharan Africa,9100000.0,10295.666666666666,0.0,10392.92,97.38333333333333,10295.536666666667,10295.536666666667,1.1313919413919413,0.003771306471306471,1.0,0.5018856532356533,moderate,False,False,False,False
ZAF,202,South Africa,Sub-Saharan Africa,12413000.0,543844.3333333334,149533.33333333334,531586.9666666667,137276.09333333332,543844.2066666668,394310.87333333335,43.81248153817235,0.14604160512724115,0.7250438057438287,0.4355427054355349,moderate,False,False,False,False
ZMB,251,Zambia,Sub-Saharan Africa,3839000.0,169123.0,0.0,253058.8566666667,10627.916666666666,242430.94000000003,242430.94000000003,44.05392029174264,0.14684640097247548,1.0,0.5734232004862377,moderate,False,False,False,False
ZWE,181,Zimbabwe,Sub-Saharan Africa,4077213.1666666665,59994.0,10633.333333333334,108525.54,696.7233333333334,118462.15,107828.81666666667,14.71446243980621,0.04904820813268737,0.9102385586169648,0.4796433833748261,moderate,False,False,False,False
